feedback_id,student_id,username,answer_type,question_key,question,answer,section,submitted_at
02420873-00ce-49f4-8d54-3617b0942031,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,user_satisfaction_1,Secara keseluruhan saya puas menggunakan sistem tutor ini.,3,User Satisfaction,2026-03-10 09:41:11.298912
02420873-00ce-49f4-8d54-3617b0942031,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,user_satisfaction_2,Sistem tutor ini membantu proses belajar saya.,3,User Satisfaction,2026-03-10 09:41:11.298912
02420873-00ce-49f4-8d54-3617b0942031,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,user_satisfaction_3,Saya akan merekomendasikan sistem ini kepada teman saya.,3,User Satisfaction,2026-03-10 09:41:11.298912
02420873-00ce-49f4-8d54-3617b0942031,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,learning_experience_1,Belajar menggunakan sistem tutor ini menyenangkan.,2,Learning Experience,2026-03-10 09:41:11.298912
02420873-00ce-49f4-8d54-3617b0942031,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,learning_experience_2,Sistem tutor membuat saya lebih tertarik untuk belajar matematika.,3,Learning Experience,2026-03-10 09:41:11.298912
02420873-00ce-49f4-8d54-3617b0942031,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,learning_experience_3,Sistem tutor membuat proses belajar lebih interaktif.,3,Learning Experience,2026-03-10 09:41:11.298912
02420873-00ce-49f4-8d54-3617b0942031,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,learning_experience_4,Saya merasa sistem tutor ini seperti belajar dengan seorang guru.,3,Learning Experience,2026-03-10 09:41:11.298912
02420873-00ce-49f4-8d54-3617b0942031,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,pemahaman_materi_pecahan_1,Sistem tutor membantu saya lebih memahami konsep pecahan.,3,Pemahaman Materi Pecahan,2026-03-10 09:41:11.298912
02420873-00ce-49f4-8d54-3617b0942031,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,pemahaman_materi_pecahan_2,"Setelah menggunakan sistem ini, saya merasa lebih percaya diri dalam menyelesaikan soal pecahan.",3,Pemahaman Materi Pecahan,2026-03-10 09:41:11.298912
02420873-00ce-49f4-8d54-3617b0942031,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,pemahaman_materi_pecahan_3,Sistem tutor membantu saya mengetahui bagian mana yang saya belum pahami.,3,Pemahaman Materi Pecahan,2026-03-10 09:41:11.298912
02420873-00ce-49f4-8d54-3617b0942031,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,pemahaman_materi_pecahan_4,Latihan yang diberikan sistem membantu saya memperbaiki kesalahan saya.,3,Pemahaman Materi Pecahan,2026-03-10 09:41:11.298912
02420873-00ce-49f4-8d54-3617b0942031,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,pemahaman_materi_pecahan_5,Sistem tutor membantu saya belajar langkah-langkah penyelesaian soal dengan lebih baik.,3,Pemahaman Materi Pecahan,2026-03-10 09:41:11.298912
02420873-00ce-49f4-8d54-3617b0942031,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,open_answer,open_1,Apa yang paling membantu dari sistem tutor ini?,membantu saya menyelesaikan soal yang tidak saya ketahui jawabnnya,,2026-03-10 09:41:11.298912
02420873-00ce-49f4-8d54-3617b0942031,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,open_answer,open_2,Apa yang menurut kamu masih perlu diperbaiki dari sistem tutor ini?,"tadi malam yang sistem nya eror harusya jawabannya benar tapi malah salah,dan juga pengiriman jawabannya yang lama",,2026-03-10 09:41:11.298912
02420873-00ce-49f4-8d54-3617b0942031,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,open_answer,open_3,"Apakah ada bagian dari penjelasan tutor yang sulit dipahami? Jika ada, jelaskan.",tidak ada,,2026-03-10 09:41:11.298912
02420873-00ce-49f4-8d54-3617b0942031,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,open_answer,open_4,"Apakah ada bagian dari penjelasan tutor yang terlihat aneh atau salah? Jika ada, jelaskan serta sebutkan berapa kali hal tersebut terjadi?",tidak ada,,2026-03-10 09:41:11.298912
02420873-00ce-49f4-8d54-3617b0942031,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,open_answer,open_5,Saran kamu untuk meningkatkan sistem tutor ini.,mungkin sistem nya yang lebh di tingkatkan lagi seperti jawaban yang dikirrm cepat di tau benar atau salah,,2026-03-10 09:41:11.298912
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,feedback_quality_1,Feedback yang diberikan tutor membantu saya memahami kesalahan saya.,3,Feedback Quality,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,feedback_quality_2,"Feedback dari tutor tidak langsung memberikan jawaban, tetapi membantu saya berpikir.",3,Feedback Quality,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,feedback_quality_3,Penjelasan yang diberikan tutor mudah dimengerti.,3,Feedback Quality,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,feedback_quality_4,Feedback dari tutor relevan dengan jawaban yang saya berikan.,2,Feedback Quality,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,feedback_quality_5,Feedback dari tutor membantu saya menemukan cara yang benar untuk menyelesaikan soal.,3,Feedback Quality,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,system_usability_1,Sistem tutor ini mudah digunakan.,2,System Usability,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,system_usability_2,Instruksi yang diberikan oleh sistem jelas dan mudah dipahami.,2,System Usability,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,system_usability_3,Saya dapat menggunakan sistem ini tanpa kesulitan yang sangat menghambat.,2,System Usability,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,system_usability_4,Tampilan sistem tutor mudah dipahami.,3,System Usability,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,system_usability_5,Saya dapat mengikuti langkah-langkah pembelajaran dengan baik menggunakan sistem ini.,3,System Usability,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,user_satisfaction_1,Secara keseluruhan saya puas menggunakan sistem tutor ini.,3,User Satisfaction,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,user_satisfaction_2,Sistem tutor ini membantu proses belajar saya.,3,User Satisfaction,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,user_satisfaction_3,Saya akan merekomendasikan sistem ini kepada teman saya.,3,User Satisfaction,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,learning_experience_1,Belajar menggunakan sistem tutor ini menyenangkan.,2,Learning Experience,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,learning_experience_2,Sistem tutor membuat saya lebih tertarik untuk belajar matematika.,3,Learning Experience,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,learning_experience_3,Sistem tutor membuat proses belajar lebih interaktif.,3,Learning Experience,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,learning_experience_4,Saya merasa sistem tutor ini seperti belajar dengan seorang guru.,3,Learning Experience,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,pemahaman_materi_pecahan_1,Sistem tutor membantu saya lebih memahami konsep pecahan.,3,Pemahaman Materi Pecahan,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,pemahaman_materi_pecahan_2,"Setelah menggunakan sistem ini, saya merasa lebih percaya diri dalam menyelesaikan soal pecahan.",3,Pemahaman Materi Pecahan,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,pemahaman_materi_pecahan_3,Sistem tutor membantu saya mengetahui bagian mana yang saya belum pahami.,3,Pemahaman Materi Pecahan,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,pemahaman_materi_pecahan_4,Latihan yang diberikan sistem membantu saya memperbaiki kesalahan saya.,3,Pemahaman Materi Pecahan,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,pemahaman_materi_pecahan_5,Sistem tutor membantu saya belajar langkah-langkah penyelesaian soal dengan lebih baik.,3,Pemahaman Materi Pecahan,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,open_answer,open_1,Apa yang paling membantu dari sistem tutor ini?,membantu saya menyelesaikan soal yang tidak saya ketahui jawabnnya,,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,open_answer,open_2,Apa yang menurut kamu masih perlu diperbaiki dari sistem tutor ini?,"tadi malam yang sistem nya eror harusya jawabannya benar tapi malah salah,dan juga pengiriman jawabannya yang lama",,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,open_answer,open_3,"Apakah ada bagian dari penjelasan tutor yang sulit dipahami? Jika ada, jelaskan.",tidak ada,,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,open_answer,open_4,"Apakah ada bagian dari penjelasan tutor yang terlihat aneh atau salah? Jika ada, jelaskan serta sebutkan berapa kali hal tersebut terjadi?",tidak ada,,2026-03-10 09:42:05.922179
0348acca-6883-419d-8e85-ea4f308c48b4,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,open_answer,open_5,Saran kamu untuk meningkatkan sistem tutor ini.,mungkin sistem nya yang lebh di tingkatkan lagi seperti jawaban yang dikirrm cepat di tau benar atau salah,,2026-03-10 09:42:05.922179
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,likert,feedback_quality_1,Feedback yang diberikan tutor membantu saya memahami kesalahan saya.,4,Feedback Quality,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,likert,feedback_quality_2,"Feedback dari tutor tidak langsung memberikan jawaban, tetapi membantu saya berpikir.",2,Feedback Quality,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,likert,feedback_quality_3,Penjelasan yang diberikan tutor mudah dimengerti.,3,Feedback Quality,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,likert,feedback_quality_4,Feedback dari tutor relevan dengan jawaban yang saya berikan.,3,Feedback Quality,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,likert,feedback_quality_5,Feedback dari tutor membantu saya menemukan cara yang benar untuk menyelesaikan soal.,3,Feedback Quality,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,likert,system_usability_1,Sistem tutor ini mudah digunakan.,3,System Usability,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,likert,system_usability_2,Instruksi yang diberikan oleh sistem jelas dan mudah dipahami.,4,System Usability,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,likert,system_usability_3,Saya dapat menggunakan sistem ini tanpa kesulitan yang sangat menghambat.,3,System Usability,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,likert,system_usability_4,Tampilan sistem tutor mudah dipahami.,3,System Usability,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,likert,system_usability_5,Saya dapat mengikuti langkah-langkah pembelajaran dengan baik menggunakan sistem ini.,3,System Usability,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,likert,user_satisfaction_1,Secara keseluruhan saya puas menggunakan sistem tutor ini.,3,User Satisfaction,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,likert,user_satisfaction_2,Sistem tutor ini membantu proses belajar saya.,3,User Satisfaction,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,likert,user_satisfaction_3,Saya akan merekomendasikan sistem ini kepada teman saya.,3,User Satisfaction,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,likert,learning_experience_1,Belajar menggunakan sistem tutor ini menyenangkan.,3,Learning Experience,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,likert,learning_experience_2,Sistem tutor membuat saya lebih tertarik untuk belajar matematika.,3,Learning Experience,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,likert,learning_experience_3,Sistem tutor membuat proses belajar lebih interaktif.,3,Learning Experience,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,likert,learning_experience_4,Saya merasa sistem tutor ini seperti belajar dengan seorang guru.,3,Learning Experience,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,likert,pemahaman_materi_pecahan_1,Sistem tutor membantu saya lebih memahami konsep pecahan.,3,Pemahaman Materi Pecahan,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,likert,pemahaman_materi_pecahan_2,"Setelah menggunakan sistem ini, saya merasa lebih percaya diri dalam menyelesaikan soal pecahan.",3,Pemahaman Materi Pecahan,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,likert,pemahaman_materi_pecahan_3,Sistem tutor membantu saya mengetahui bagian mana yang saya belum pahami.,3,Pemahaman Materi Pecahan,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,likert,pemahaman_materi_pecahan_4,Latihan yang diberikan sistem membantu saya memperbaiki kesalahan saya.,3,Pemahaman Materi Pecahan,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,likert,pemahaman_materi_pecahan_5,Sistem tutor membantu saya belajar langkah-langkah penyelesaian soal dengan lebih baik.,3,Pemahaman Materi Pecahan,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,open_answer,open_1,Apa yang paling membantu dari sistem tutor ini?,membantu mengerjakan soal latihan,,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,open_answer,open_2,Apa yang menurut kamu masih perlu diperbaiki dari sistem tutor ini?,harap berikan jawaban benar,,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,open_answer,open_3,"Apakah ada bagian dari penjelasan tutor yang sulit dipahami? Jika ada, jelaskan.",hanya tidak ada jawaban benar,,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,open_answer,open_4,"Apakah ada bagian dari penjelasan tutor yang terlihat aneh atau salah? Jika ada, jelaskan serta sebutkan berapa kali hal tersebut terjadi?",tidak,,2026-03-10 09:59:52.688519
0563e722-9503-47c5-b0de-f67b703549fa,0fa1a587-6d12-40f4-a021-9f473ae08743,YPSSTUDENT_018,open_answer,open_5,Saran kamu untuk meningkatkan sistem tutor ini.,berikan jawaban yang benar,,2026-03-10 09:59:52.688519
06d8b844-68b4-4b4f-98cc-ea2bbf837456,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,feedback_quality_1,Feedback yang diberikan tutor membantu saya memahami kesalahan saya.,3,Feedback Quality,2026-03-10 09:42:04.770657
06d8b844-68b4-4b4f-98cc-ea2bbf837456,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,feedback_quality_2,"Feedback dari tutor tidak langsung memberikan jawaban, tetapi membantu saya berpikir.",3,Feedback Quality,2026-03-10 09:42:04.770657
06d8b844-68b4-4b4f-98cc-ea2bbf837456,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,feedback_quality_3,Penjelasan yang diberikan tutor mudah dimengerti.,3,Feedback Quality,2026-03-10 09:42:04.770657
06d8b844-68b4-4b4f-98cc-ea2bbf837456,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,feedback_quality_4,Feedback dari tutor relevan dengan jawaban yang saya berikan.,2,Feedback Quality,2026-03-10 09:42:04.770657
06d8b844-68b4-4b4f-98cc-ea2bbf837456,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,feedback_quality_5,Feedback dari tutor membantu saya menemukan cara yang benar untuk menyelesaikan soal.,3,Feedback Quality,2026-03-10 09:42:04.770657
06d8b844-68b4-4b4f-98cc-ea2bbf837456,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,system_usability_1,Sistem tutor ini mudah digunakan.,2,System Usability,2026-03-10 09:42:04.770657
06d8b844-68b4-4b4f-98cc-ea2bbf837456,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,system_usability_2,Instruksi yang diberikan oleh sistem jelas dan mudah dipahami.,2,System Usability,2026-03-10 09:42:04.770657
06d8b844-68b4-4b4f-98cc-ea2bbf837456,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,system_usability_3,Saya dapat menggunakan sistem ini tanpa kesulitan yang sangat menghambat.,2,System Usability,2026-03-10 09:42:04.770657
06d8b844-68b4-4b4f-98cc-ea2bbf837456,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,system_usability_4,Tampilan sistem tutor mudah dipahami.,3,System Usability,2026-03-10 09:42:04.770657
06d8b844-68b4-4b4f-98cc-ea2bbf837456,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,system_usability_5,Saya dapat mengikuti langkah-langkah pembelajaran dengan baik menggunakan sistem ini.,3,System Usability,2026-03-10 09:42:04.770657
06d8b844-68b4-4b4f-98cc-ea2bbf837456,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,user_satisfaction_1,Secara keseluruhan saya puas menggunakan sistem tutor ini.,3,User Satisfaction,2026-03-10 09:42:04.770657
06d8b844-68b4-4b4f-98cc-ea2bbf837456,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,user_satisfaction_2,Sistem tutor ini membantu proses belajar saya.,3,User Satisfaction,2026-03-10 09:42:04.770657
06d8b844-68b4-4b4f-98cc-ea2bbf837456,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,user_satisfaction_3,Saya akan merekomendasikan sistem ini kepada teman saya.,3,User Satisfaction,2026-03-10 09:42:04.770657
06d8b844-68b4-4b4f-98cc-ea2bbf837456,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,learning_experience_1,Belajar menggunakan sistem tutor ini menyenangkan.,2,Learning Experience,2026-03-10 09:42:04.770657
06d8b844-68b4-4b4f-98cc-ea2bbf837456,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,learning_experience_2,Sistem tutor membuat saya lebih tertarik untuk belajar matematika.,3,Learning Experience,2026-03-10 09:42:04.770657
06d8b844-68b4-4b4f-98cc-ea2bbf837456,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,learning_experience_3,Sistem tutor membuat proses belajar lebih interaktif.,3,Learning Experience,2026-03-10 09:42:04.770657
06d8b844-68b4-4b4f-98cc-ea2bbf837456,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,learning_experience_4,Saya merasa sistem tutor ini seperti belajar dengan seorang guru.,3,Learning Experience,2026-03-10 09:42:04.770657
06d8b844-68b4-4b4f-98cc-ea2bbf837456,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,YPSSTUDENT_028,likert,pemahaman_materi_pecahan_1,Sistem tutor membantu saya lebih memahami konsep pecahan.,3,Pemahaman Materi Pecahan,2026-03-10 09:42:04.770657
