result_id,student_id,quiz_section,question_id,question_text,student_answer,correct_answer,is_correct,knowledge_areas,timestamp
171ef85e-b6f2-47f4-9a6b-9474b7d8c9b6,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,fraction_multiplication,mul_3,Hasil dari $$\frac{1}{2} \times \frac{4}{7}$$ adalah...,C. $$\frac{4}{14}$$,B,false,"[""multiplication""]",2026-03-10 05:13:26.964063
17d530cc-578c-4590-8293-fab68e0d16ed,2ef7e723-a3c5-4d16-8a21-4163c6b6f6cd,ordering_fractions,ord_4,Pecahan yang terletak di antara $$\frac{1}{5}$$ dan $$\frac{3}{5}$$ adalah...,A. $$\frac{2}{5}$$,A,true,"[""ordering""]",2026-03-09 13:35:57.216101
18576c12-8633-40d9-9e98-762b34e43122,304658fd-24f8-4b55-83d1-2627cc251c10,fraction_addition,add_2,Hasil dari $$\frac{2}{5} + \frac{1}{2}$$ adalah...,C. $$\frac{9}{10}$$,C,true,"[""addition""]",2026-03-05 09:22:51.040042
1882374b-41b3-4060-81e4-8bc77285f527,4087d78b-a949-4801-ba39-c0827c23ed8b,ordering_fractions,ord_2,"Urutan pecahan $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$ dari yang terkecil adalah...","B. $$\frac{1}{3}, \frac{1}{2}, \frac{1}{4}$$",C,false,"[""ordering""]",2026-03-11 13:36:35.403279
19ecf82f-474a-4602-ba30-a5dc8408a459,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,ordering_fractions,ord_2,"Urutan pecahan $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$ dari yang terkecil adalah...","C. $$\frac{1}{4}, \frac{1}{3}, \frac{1}{2}$$",C,true,"[""ordering""]",2026-03-10 04:50:06.71377
1addaeba-6a5e-47f0-9a8e-bb24f6032359,1762723a-9551-499a-b970-c168c3def60c,fraction_addition,add_3,Hasil dari $$1 \frac{1}{2} + \frac{1}{4}$$ adalah...,A. $$1 \frac{2}{4}$$,B,false,"[""addition""]",2026-03-09 13:17:36.876087
1c9722f6-dae4-48cd-ba9c-613c85d73219,6d8849cc-d848-44ce-8aa7-0f05fce358c4,fraction_multiplication,mul_4,Hasil dari $$2 \frac{1}{2} \times \frac{1}{2}$$ adalah...,C. $$2 \frac{1}{4}$$,B,false,"[""multiplication""]",2026-03-08 16:34:50.873243
1e49c3c6-2b2b-4def-8349-2da0b9d43ed9,cef191bb-daf1-4707-a563-f5c8266d4a08,ordering_fractions,ord_2,"Urutan pecahan $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$ dari yang terkecil adalah...","C. $$\frac{1}{4}, \frac{1}{3}, \frac{1}{2}$$",C,true,"[""ordering""]",2026-03-09 22:14:43.048849
1e903d32-df5c-4188-9658-5b9a6b5344e8,db042083-a72d-4b2c-9a5c-acba6a7334da,fraction_multiplication,mul_2,Hasil dari $$\frac{3}{4}$$ dari $$20$$ adalah...,C. $$15$$,C,true,"[""multiplication""]",2026-03-07 22:35:49.46308
1eaba969-9cd9-47c7-b0ad-c3e86ee82d8b,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,ordering_fractions,ord_4,Pecahan yang terletak di antara $$\frac{1}{5}$$ dan $$\frac{3}{5}$$ adalah...,A. $$\frac{2}{5}$$,A,true,"[""ordering""]",2026-03-10 05:14:34.636957
1f15d361-d610-450d-bb3b-b9710b1cef27,3ef7ff62-6b05-4ef5-aaa6-7b48be842f09,fraction_subtraction,sub_2,Hasil dari $$\frac{3}{4} - \frac{1}{3}$$ adalah...,B. $$\frac{5}{12}$$,B,true,"[""subtraction""]",2026-03-05 09:28:17.381019
210f66d0-3d65-42af-b5c3-0efebd5f1e2c,db042083-a72d-4b2c-9a5c-acba6a7334da,ordering_fractions,ord_4,Pecahan yang terletak di antara $$\frac{1}{5}$$ dan $$\frac{3}{5}$$ adalah...,A. $$\frac{2}{5}$$,A,true,"[""ordering""]",2026-03-07 22:29:37.649733
2136ece2-b118-41cd-9cb4-003ed8bd05fb,6d8849cc-d848-44ce-8aa7-0f05fce358c4,fraction_addition,add_4,Ibu membeli $$\frac{3}{4}$$ kg telur dan $$\frac{1}{2}$$ kg tepung. Total berat belanjaan Ibu adalah...,A. $$1 \frac{1}{4}$$ kg,A,true,"[""addition""]",2026-03-08 16:33:11.195197
215f1bb9-90d2-403a-ad77-f79842f482e1,2ef7e723-a3c5-4d16-8a21-4163c6b6f6cd,ordering_fractions,ord_4,Pecahan yang terletak di antara $$\frac{1}{5}$$ dan $$\frac{3}{5}$$ adalah...,A. $$\frac{2}{5}$$,A,true,"[""ordering""]",2026-03-09 13:35:57.213401
2231b146-1caf-4ee2-9f70-88f0858c0d1c,6d8849cc-d848-44ce-8aa7-0f05fce358c4,ordering_fractions,ord_4,Pecahan yang terletak di antara $$\frac{1}{5}$$ dan $$\frac{3}{5}$$ adalah...,A. $$\frac{2}{5}$$,A,true,"[""ordering""]",2026-03-09 22:03:32.628126
226f4632-0de1-4d61-9b2d-27741097a7d7,38834b1c-5088-4e5c-bdec-46a6785828c8,ordering_fractions,ord_3,Tanda pembanding yang tepat untuk $$\frac{3}{5} ... \frac{4}{7}$$ adalah...,B. >,B,true,"[""ordering""]",2026-03-05 09:18:13.06923
22ccc0bb-171c-4e38-a148-04d857157f19,1762723a-9551-499a-b970-c168c3def60c,fraction_addition,add_3,Hasil dari $$1 \frac{1}{2} + \frac{1}{4}$$ adalah...,A. $$1 \frac{2}{4}$$,B,false,"[""addition""]",2026-03-09 13:17:37.409766
231a91b5-9e36-4091-8495-4772c432025e,df7bc867-3592-4173-851d-569b9860811f,fraction_addition,add_4,Ibu membeli $$\frac{3}{4}$$ kg telur dan $$\frac{1}{2}$$ kg tepung. Total berat belanjaan Ibu adalah...,B. $$1 \frac{1}{2}$$ kg,A,false,"[""addition""]",2026-03-05 09:28:20.348108
23c3d804-25f9-489e-82e7-5bf235b5171d,fcee0ea9-6e65-4596-af7d-361d92742df8,ordering_fractions,ord_4,Pecahan yang terletak di antara $$\frac{1}{5}$$ dan $$\frac{3}{5}$$ adalah...,A. $$\frac{2}{5}$$,A,true,"[""ordering""]",2026-03-05 09:26:38.607439
244c839d-d229-4ced-8316-b9a3bb3ce008,6d8849cc-d848-44ce-8aa7-0f05fce358c4,fraction_subtraction,sub_3,Hasil dari $$2 - \frac{3}{4}$$ adalah...,B. $$1 \frac{1}{4}$$,B,true,"[""subtraction""]",2026-03-09 22:04:14.986085
248aa920-83e0-43d6-9835-a9d86a9a6974,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,ordering_fractions,ord_2,"Urutan pecahan $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$ dari yang terkecil adalah...","C. $$\frac{1}{4}, \frac{1}{3}, \frac{1}{2}$$",C,true,"[""ordering""]",2026-03-10 04:35:37.13504
251f66b5-656e-4586-b27e-760fa86b5216,4087d78b-a949-4801-ba39-c0827c23ed8b,fraction_addition,add_3,Hasil dari $$1 \frac{1}{2} + \frac{1}{4}$$ adalah...,B. $$1 \frac{3}{4}$$,B,true,"[""addition""]",2026-03-11 13:39:29.005139
258b9630-ea26-4de8-913d-0ed0b5b288d4,2ef7e723-a3c5-4d16-8a21-4163c6b6f6cd,ordering_fractions,ord_2,"Urutan pecahan $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$ dari yang terkecil adalah...","C. $$\frac{1}{4}, \frac{1}{3}, \frac{1}{2}$$",C,true,"[""ordering""]",2026-03-09 13:35:56.088041
262df78f-4d72-4dd6-b9f8-85d7c97e01a8,1762723a-9551-499a-b970-c168c3def60c,ordering_fractions,ord_2,"Urutan pecahan $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$ dari yang terkecil adalah...","C. $$\frac{1}{4}, \frac{1}{3}, \frac{1}{2}$$",C,true,"[""ordering""]",2026-03-05 09:21:35.198476
27e2f15a-d13c-4dad-9e78-7d377cd79e3c,f061b09f-bb98-4089-9446-8a80f5ecfd3a,ordering_fractions,ord_3,Tanda pembanding yang tepat untuk $$\frac{3}{5} ... \frac{4}{7}$$ adalah...,A. <,B,false,"[""ordering""]",2026-03-05 09:28:11.386783
28e8096e-d924-4f20-829c-ccbc7c7f51a3,1762723a-9551-499a-b970-c168c3def60c,ordering_fractions,ord_3,Tanda pembanding yang tepat untuk $$\frac{3}{5} ... \frac{4}{7}$$ adalah...,A. <,B,false,"[""ordering""]",2026-03-05 09:21:34.533787
2f2ed7d6-e903-4abc-a3ef-2f594dc01743,1762723a-9551-499a-b970-c168c3def60c,fraction_addition,add_4,Ibu membeli $$\frac{3}{4}$$ kg telur dan $$\frac{1}{2}$$ kg tepung. Total berat belanjaan Ibu adalah...,D. $$1 \frac{3}{4}$$ kg,A,false,"[""addition""]",2026-03-09 13:17:38.219365
30976afa-6c42-4bff-b7aa-c33d7b3fec28,df7bc867-3592-4173-851d-569b9860811f,fraction_addition,add_4,Ibu membeli $$\frac{3}{4}$$ kg telur dan $$\frac{1}{2}$$ kg tepung. Total berat belanjaan Ibu adalah...,B. $$1 \frac{1}{2}$$ kg,A,false,"[""addition""]",2026-03-05 09:28:19.026904
320db2e0-bed3-4d0d-a867-0257e6f4ce09,2ef7e723-a3c5-4d16-8a21-4163c6b6f6cd,ordering_fractions,ord_3,Tanda pembanding yang tepat untuk $$\frac{3}{5} ... \frac{4}{7}$$ adalah...,B. >,B,true,"[""ordering""]",2026-03-09 13:35:53.764163
33599d08-344a-4724-a424-4201fbf2656a,df7bc867-3592-4173-851d-569b9860811f,fraction_addition,add_3,Hasil dari $$1 \frac{1}{2} + \frac{1}{4}$$ adalah...,B. $$1 \frac{3}{4}$$,B,true,"[""addition""]",2026-03-05 09:28:16.179387
3392ce29-f80e-4eb8-b43c-efa1d91ecdcc,df7bc867-3592-4173-851d-569b9860811f,fraction_addition,add_4,Ibu membeli $$\frac{3}{4}$$ kg telur dan $$\frac{1}{2}$$ kg tepung. Total berat belanjaan Ibu adalah...,B. $$1 \frac{1}{2}$$ kg,A,false,"[""addition""]",2026-03-05 09:28:20.118571
33e33920-a0e5-4b9b-811d-2d8d5f7b8a21,6d8849cc-d848-44ce-8aa7-0f05fce358c4,fraction_subtraction,sub_4,"Sebuah botol berisi $$\frac{7}{8}$$ liter air. Jika diminum $$\frac{1}{4}$$ liter, sisa air adalah...",B. $$\frac{5}{8}$$ liter,B,true,"[""subtraction""]",2026-03-09 22:04:15.299116
33e4e5b6-5bb6-4de9-b3ff-cdabac8d8f09,1762723a-9551-499a-b970-c168c3def60c,fraction_addition,add_4,Ibu membeli $$\frac{3}{4}$$ kg telur dan $$\frac{1}{2}$$ kg tepung. Total berat belanjaan Ibu adalah...,D. $$1 \frac{3}{4}$$ kg,A,false,"[""addition""]",2026-03-09 13:17:36.363967
3424140b-162d-417d-9b58-8c659c4520fb,6d8849cc-d848-44ce-8aa7-0f05fce358c4,ordering_fractions,ord_2,"Urutan pecahan $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$ dari yang terkecil adalah...","C. $$\frac{1}{4}, \frac{1}{3}, \frac{1}{2}$$",C,true,"[""ordering""]",2026-03-05 09:50:05.096794
348cca28-fd9a-43da-a352-eeb167b6a2b7,6d8849cc-d848-44ce-8aa7-0f05fce358c4,ordering_fractions,ord_3,Tanda pembanding yang tepat untuk $$\frac{3}{5} ... \frac{4}{7}$$ adalah...,B. >,B,true,"[""ordering""]",2026-03-09 22:03:32.295631
36f03fd4-b767-4fe7-93f3-38219fb600b4,2ef7e723-a3c5-4d16-8a21-4163c6b6f6cd,ordering_fractions,ord_2,"Urutan pecahan $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$ dari yang terkecil adalah...","C. $$\frac{1}{4}, \frac{1}{3}, \frac{1}{2}$$",C,true,"[""ordering""]",2026-03-09 13:35:56.002639
37268d6c-e79c-4a5f-a105-2e87b813a11c,4087d78b-a949-4801-ba39-c0827c23ed8b,ordering_fractions,ord_3,Tanda pembanding yang tepat untuk $$\frac{3}{5} ... \frac{4}{7}$$ adalah...,B. >,B,true,"[""ordering""]",2026-03-11 13:36:35.630177
385fcec0-1e00-45ff-80b9-4d27bccfc4e3,df7bc867-3592-4173-851d-569b9860811f,fraction_addition,add_3,Hasil dari $$1 \frac{1}{2} + \frac{1}{4}$$ adalah...,B. $$1 \frac{3}{4}$$,B,true,"[""addition""]",2026-03-05 09:28:19.022605
38d0e86d-74a5-4d29-99c8-ef8f7b6dff26,6d8849cc-d848-44ce-8aa7-0f05fce358c4,fraction_subtraction,sub_2,Hasil dari $$\frac{3}{4} - \frac{1}{3}$$ adalah...,B. $$\frac{5}{12}$$,B,true,"[""subtraction""]",2026-03-08 16:33:53.790982
38f9669c-a261-4472-ab1b-331fcf571d6b,2ef7e723-a3c5-4d16-8a21-4163c6b6f6cd,fraction_subtraction,sub_3,Hasil dari $$2 - \frac{3}{4}$$ adalah...,B. $$1 \frac{1}{4}$$,B,true,"[""subtraction""]",2026-03-09 13:30:18.3686
3abe4295-34b8-4256-b85d-e30f926a2c88,2ef7e723-a3c5-4d16-8a21-4163c6b6f6cd,ordering_fractions,ord_3,Tanda pembanding yang tepat untuk $$\frac{3}{5} ... \frac{4}{7}$$ adalah...,B. >,B,true,"[""ordering""]",2026-03-09 13:35:55.492299
3c3a9bbb-4ec3-465a-864f-5f20d098bc2c,df7bc867-3592-4173-851d-569b9860811f,ordering_fractions,ord_4,Pecahan yang terletak di antara $$\frac{1}{5}$$ dan $$\frac{3}{5}$$ adalah...,A. $$\frac{2}{5}$$,A,true,"[""ordering""]",2026-03-05 09:25:22.284037
3c9bf514-f850-47fa-9c97-bf7c95e89892,df7bc867-3592-4173-851d-569b9860811f,ordering_fractions,ord_2,"Urutan pecahan $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$ dari yang terkecil adalah...","A. $$\frac{1}{2}, \frac{1}{3}, \frac{1}{4}$$",C,false,"[""ordering""]",2026-03-05 09:25:22.337689
3cbd29db-80ba-486c-9022-cb0a26e47655,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,fraction_addition,add_4,Ibu membeli $$\frac{3}{4}$$ kg telur dan $$\frac{1}{2}$$ kg tepung. Total berat belanjaan Ibu adalah...,A. $$1 \frac{1}{4}$$ kg,A,true,"[""addition""]",2026-03-10 05:10:47.022572
3d155d71-d3c2-41fa-bae8-a6b9a046b4a4,3ef7ff62-6b05-4ef5-aaa6-7b48be842f09,ordering_fractions,ord_3,Tanda pembanding yang tepat untuk $$\frac{3}{5} ... \frac{4}{7}$$ adalah...,B. >,B,true,"[""ordering""]",2026-03-05 09:22:14.428009
3d172408-2f04-40a6-b573-9c4e2aaf4f5b,db042083-a72d-4b2c-9a5c-acba6a7334da,fraction_addition,add_4,Ibu membeli $$\frac{3}{4}$$ kg telur dan $$\frac{1}{2}$$ kg tepung. Total berat belanjaan Ibu adalah...,A. $$1 \frac{1}{4}$$ kg,A,true,"[""addition""]",2026-03-07 22:26:54.119055
3d720cf1-5242-4ce6-8408-d0926c6158ba,df7bc867-3592-4173-851d-569b9860811f,ordering_fractions,ord_3,Tanda pembanding yang tepat untuk $$\frac{3}{5} ... \frac{4}{7}$$ adalah...,B. >,B,true,"[""ordering""]",2026-03-05 09:25:22.811507
3dcf158d-7596-45cb-b72e-e97f8d667289,1762723a-9551-499a-b970-c168c3def60c,ordering_fractions,ord_3,Tanda pembanding yang tepat untuk $$\frac{3}{5} ... \frac{4}{7}$$ adalah...,A. <,B,false,"[""ordering""]",2026-03-09 13:16:37.415854
3e4c3f80-57d9-43a9-b48b-27a445b176d9,2676eceb-8c8d-42b8-aa3b-215c30884c8a,ordering_fractions,ord_4,Pecahan yang terletak di antara $$\frac{1}{5}$$ dan $$\frac{3}{5}$$ adalah...,A. $$\frac{2}{5}$$,A,true,"[""ordering""]",2026-03-09 13:50:23.672911
3e86cf3e-8ba9-4e21-8e01-6d7938d7f00e,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,fraction_subtraction,sub_2,Hasil dari $$\frac{3}{4} - \frac{1}{3}$$ adalah...,B. $$\frac{5}{12}$$,B,true,"[""subtraction""]",2026-03-10 05:15:31.032314
400dc31b-8fc8-46a1-b79b-cbd96167d413,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,fraction_subtraction,sub_3,Hasil dari $$2 - \frac{3}{4}$$ adalah...,B. $$1 \frac{1}{4}$$,B,true,"[""subtraction""]",2026-03-10 05:12:04.01385
40c2ec71-804f-4c1c-8ebd-26e48790a36d,1762723a-9551-499a-b970-c168c3def60c,fraction_addition,add_2,Hasil dari $$\frac{2}{5} + \frac{1}{2}$$ adalah...,A. $$\frac{3}{7}$$,C,false,"[""addition""]",2026-03-09 13:17:32.458907
41ffc19a-85fc-4472-93d4-46d5eabba339,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,fraction_subtraction,sub_3,Hasil dari $$2 - \frac{3}{4}$$ adalah...,B. $$1 \frac{1}{4}$$,B,true,"[""subtraction""]",2026-03-10 05:15:31.450369
46334059-ebae-4646-8413-dcd2529a2e84,df7bc867-3592-4173-851d-569b9860811f,fraction_addition,add_4,Ibu membeli $$\frac{3}{4}$$ kg telur dan $$\frac{1}{2}$$ kg tepung. Total berat belanjaan Ibu adalah...,B. $$1 \frac{1}{2}$$ kg,A,false,"[""addition""]",2026-03-05 09:28:20.344186
4674b4cc-5a12-4a34-bed0-f6e542c4e33b,df7bc867-3592-4173-851d-569b9860811f,fraction_addition,add_4,Ibu membeli $$\frac{3}{4}$$ kg telur dan $$\frac{1}{2}$$ kg tepung. Total berat belanjaan Ibu adalah...,B. $$1 \frac{1}{2}$$ kg,A,false,"[""addition""]",2026-03-05 09:28:17.640069
46785058-ff04-4ae9-aced-a3e6325a8f98,2ef7e723-a3c5-4d16-8a21-4163c6b6f6cd,fraction_subtraction,sub_4,"Sebuah botol berisi $$\frac{7}{8}$$ liter air. Jika diminum $$\frac{1}{4}$$ liter, sisa air adalah...",B. $$\frac{5}{8}$$ liter,B,true,"[""subtraction""]",2026-03-09 13:30:18.697882
469e3932-1359-4a44-915f-5613add1cb97,2ef7e723-a3c5-4d16-8a21-4163c6b6f6cd,ordering_fractions,ord_3,Tanda pembanding yang tepat untuk $$\frac{3}{5} ... \frac{4}{7}$$ adalah...,B. >,B,true,"[""ordering""]",2026-03-09 13:35:56.879877
4a6ab4d2-5000-4975-977b-263b38a1ae49,2ef7e723-a3c5-4d16-8a21-4163c6b6f6cd,fraction_addition,add_4,Ibu membeli $$\frac{3}{4}$$ kg telur dan $$\frac{1}{2}$$ kg tepung. Total berat belanjaan Ibu adalah...,A. $$1 \frac{1}{4}$$ kg,A,true,"[""addition""]",2026-03-09 13:29:16.618359
4b90af6f-cecb-435c-a0fe-9b2409176944,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,fraction_multiplication,mul_2,Hasil dari $$\frac{3}{4}$$ dari $$20$$ adalah...,C. $$15$$,C,true,"[""multiplication""]",2026-03-10 05:16:12.177709
4c0cbc67-a392-413f-b1fc-3d69ba536a89,df7bc867-3592-4173-851d-569b9860811f,fraction_addition,add_4,Ibu membeli $$\frac{3}{4}$$ kg telur dan $$\frac{1}{2}$$ kg tepung. Total berat belanjaan Ibu adalah...,B. $$1 \frac{1}{2}$$ kg,A,false,"[""addition""]",2026-03-05 09:28:19.785585
4cbb4b09-2993-45b2-8d00-b7bb5601840c,4087d78b-a949-4801-ba39-c0827c23ed8b,fraction_subtraction,sub_3,Hasil dari $$2 - \frac{3}{4}$$ adalah...,B. $$1 \frac{1}{4}$$,B,true,"[""subtraction""]",2026-03-11 13:41:25.335901
4cec1ebc-933c-49ad-a9bf-b836fe89e278,1762723a-9551-499a-b970-c168c3def60c,fraction_multiplication,mul_4,Hasil dari $$2 \frac{1}{2} \times \frac{1}{2}$$ adalah...,C. $$2 \frac{1}{4}$$,B,false,"[""multiplication""]",2026-03-05 09:32:21.398198
4cf12329-0882-4248-811e-ff843e335428,db042083-a72d-4b2c-9a5c-acba6a7334da,fraction_subtraction,sub_4,"Sebuah botol berisi $$\frac{7}{8}$$ liter air. Jika diminum $$\frac{1}{4}$$ liter, sisa air adalah...",B. $$\frac{5}{8}$$ liter,B,true,"[""subtraction""]",2026-03-07 22:33:17.819746
4d8baa3e-c339-463e-a3d0-b093c9f2fc3a,b9b1fa4c-afdc-4b3f-bc16-03873b7c5f2d,fraction_subtraction,sub_4,"Sebuah botol berisi $$\frac{7}{8}$$ liter air. Jika diminum $$\frac{1}{4}$$ liter, sisa air adalah...",B. $$\frac{5}{8}$$ liter,B,true,"[""subtraction""]",2026-03-10 05:12:04.373245
